Gender,Age,Department,Department_code,Years_exp,Tenure (months),Gross
0,32,Engineering,0,11.0,26,241207
0,25,Other,4,7.5,45,105859
0,31,Tech,7,10.5,45,175771
1,25,Tech,7,7.5,13,100167
0,33,Operations,3,11.5,9,93980
0,24,Other,4,7.0,15,91968
0,26,Operations,3,8.0,21,129886
1,26,Other,4,8.0,12,97613
1,25,Other,4,7.5,10,64863
0,25,Operations,3,7.5,14,99472
0,27,Other,4,8.5,10,97613
0,24,Other,4,7.0,11,80050
0,25,Other,4,7.5,15,122261
1,25,Other,4,7.5,14,93990
0,25,Other,4,7.5,12,133487
1,24,Media,2,7.0,12,133725
0,31,Media,2,10.5,38,171056
0,33,Engineering,0,11.5,34,264179
0,25,Other,4,7.5,36,93592
0,31,Other,4,10.5,33,188562
0,26,Other,4,8.0,21,114993
0,31,Other,4,10.5,38,135772
1,27,Media,2,8.5,34,114281
1,27,Tech,7,8.5,13,77795
0,32,Media,2,11.0,13,230273
0,28,Tech,7,9.0,44,140240
0,25,Other,4,7.5,44,93852
0,35,Tech,7,12.5,44,351616
1,32,Tech,7,11.0,43,224625
0,28,Sales,6,9.0,27,90447
1,36,Sales,6,13.0,44,99948
0,33,Tech,7,11.5,44,109721
0,26,Engineering,0,8.0,25,135942
0,27,Media,2,8.5,28,79689
0,25,Other,4,7.5,13,76367
1,29,Other,4,9.5,13,173667
1,25,Operations,3,7.5,10,86283
1,27,Other,4,8.5,23,115117
0,31,Operations,3,10.5,27,112235
1,29,Finance,1,9.5,17,94576
1,25,Other,4,7.5,39,97572
0,25,Operations,3,7.5,14,106272
1,26,Other,4,8.0,14,93100
1,25,Operations,3,7.5,15,86148
0,29,Engineering,0,9.5,43,157389
1,26,Other,4,8.0,42,62908
0,26,Media,2,8.0,43,99926
1,28,Tech,7,9.0,43,92211
0,36,Other,4,13.0,43,126604
0,33,Engineering,0,11.5,39,169257
0,30,Media,2,10.0,12,119485
0,36,Tech,7,13.0,42,154986
0,31,Media,2,10.5,42,292561
0,39,Tech,7,14.5,41,169465
1,25,Other,4,7.5,22,73679
0,30,Other,4,10.0,23,122794
1,27,Media,2,8.5,41,126230
0,26,Other,4,8.0,41,72307
0,27,Other,4,8.5,13,115484
1,25,Tech,7,7.5,11,65967
1,30,Tech,7,10.0,13,88267
1,26,Tech,7,8.0,12,86283
0,35,Other,4,12.5,34,211048
0,27,Operations,3,8.5,33,99771
0,27,Media,2,8.5,23,155396
0,32,Tech,7,11.0,40,251589
0,28,Other,4,9.0,14,77383
1,25,Other,4,7.5,39,108536
0,30,Other,4,10.0,39,92161
0,39,Other,4,14.5,39,168432
1,29,Tech,7,9.5,39,114942
0,26,Other,4,8.0,39,112522
0,25,Other,4,7.5,22,98679
1,26,Operations,3,8.0,9,72400
0,28,Tech,7,9.0,17,124210
1,32,Tech,7,11.0,10,104133
0,31,Tech,7,10.5,17,128628
1,26,Other,4,8.0,14,88970
1,34,Other,4,12.0,32,101739
1,31,Tech,7,10.5,34,121428
0,34,Tech,7,12.0,22,227016
0,27,Media,2,8.5,14,75400
0,26,Other,4,8.0,28,94002
0,26,Other,4,8.0,38,109795
0,29,Engineering,0,9.5,38,160844
0,25,Operations,3,7.5,9,114349
1,27,Sales,6,8.5,13,95301
0,29,Other,4,9.5,14,107990
1,25,Other,4,7.5,22,87102
0,40,Tech,7,15.0,33,234177
0,25,Operations,3,7.5,11,101248
0,26,Other,4,8.0,37,94772
0,25,Other,4,7.5,37,89630
0,25,Operations,3,7.5,12,85642
1,27,Other,4,8.5,37,89792
0,36,Other,4,13.0,37,223968
0,26,Other,4,8.0,16,103601
0,26,Operations,3,8.0,11,84566
1,27,Tech,7,8.5,22,50355
1,24,Other,4,7.0,13,73121
1,25,Tech,7,7.5,14,85661
1,25,Other,4,7.5,36,82178
0,26,Engineering,0,8.0,36,121507
0,24,Tech,7,7.0,36,112204
1,25,Tech,7,7.5,35,67250
0,24,Media,2,7.0,36,84132
0,25,Engineering,0,7.5,36,108612
0,25,Tech,7,7.5,36,101114
0,25,Media,2,7.5,36,87949
0,24,Media,2,7.0,36,133603
1,25,Engineering,0,7.5,36,108895
0,25,Tech,7,7.5,36,82001
1,26,Media,2,8.0,36,76234
0,24,Tech,7,7.0,36,111498
1,24,Tech,7,7.0,36,104496
1,25,Other,4,7.5,36,97853
1,25,Media,2,7.5,36,114002
1,26,Other,4,8.0,9,107952
1,26,Other,4,8.0,9,85988
0,25,Tech,7,7.5,36,113708
0,29,Tech,7,9.5,36,128471
1,24,Other,4,7.0,36,80779
0,24,Media,2,7.0,36,89526
0,30,Other,4,10.0,35,194241
0,24,Tech,7,7.0,36,100350
1,24,Media,2,7.0,36,87014
0,27,Operations,3,8.5,11,114971
0,24,Other,4,7.0,10,93990
0,27,Operations,3,8.5,12,105842
0,27,Tech,7,8.5,35,71235
0,30,Sales,6,10.0,35,250110
1,26,Other,4,8.0,35,66079
1,27,Other,4,8.5,35,62947
0,29,Other,4,9.5,35,66707
0,44,Media,2,17.0,35,408674
1,28,Other,4,9.0,35,112067
0,27,Other,4,8.5,34,66379
1,27,Media,2,8.5,11,93185
0,28,Other,4,9.0,13,73977
1,24,Other,4,7.0,11,93185
1,25,Product,5,7.5,13,81178
1,27,Media,2,8.5,24,91439
0,30,Other,4,10.0,28,177688
1,27,Other,4,8.5,34,62100
0,30,Media,2,10.0,34,170548
0,28,Other,4,9.0,34,59496
0,29,Finance,1,9.5,34,85755
0,44,Tech,7,17.0,34,333490
0,27,Tech,7,8.5,10,119033
0,25,Other,4,7.5,9,70417
1,26,Media,2,8.0,32,62087
0,26,Other,4,8.0,13,88872
0,27,Other,4,8.5,12,76367
0,25,Media,2,7.5,32,73027
0,25,Media,2,7.5,32,78291
1,28,Operations,3,9.0,12,94032
1,24,Other,4,7.0,10,96185
1,28,Operations,3,9.0,11,112454
0,25,Engineering,0,7.5,11,102560
0,25,Other,4,7.5,22,91317
1,25,Other,4,7.5,23,78816
1,24,Media,2,7.0,30,89696
1,41,Other,4,15.5,10,136725
1,25,Other,4,7.5,14,84566
0,27,Other,4,8.5,14,131914
0,25,Tech,7,7.5,28,90468
0,26,Other,4,8.0,12,112259
0,23,Operations,3,6.5,15,104655
0,22,Product,5,6.0,14,76367
0,26,Other,4,8.0,26,76165
0,27,Other,4,8.5,12,106778
1,25,Tech,7,7.5,17,57287
0,29,Other,4,9.5,25,69862
1,37,Other,4,13.5,25,260309
1,25,Operations,3,7.5,9,85048
1,31,Other,4,10.5,19,218690
0,26,Tech,7,8.0,15,73236
1,24,Media,2,7.0,24,101574
1,24,Media,2,7.0,24,80754
0,24,Tech,7,7.0,24,78908
0,23,Tech,7,6.5,24,95385
0,23,Media,2,6.5,24,66850
0,24,Media,2,7.0,24,63009
0,24,Media,2,7.0,24,86402
0,23,Tech,7,6.5,24,78219
0,24,Media,2,7.0,24,66832
0,23,Media,2,6.5,24,94630
0,25,Media,2,7.5,24,66832
1,24,Media,2,7.0,24,74615
1,23,Other,4,6.5,24,60341
0,24,Other,4,7.0,24,89204
1,23,Other,4,6.5,24,80502
1,23,Other,4,6.5,24,83667
0,25,Other,4,7.5,24,97103
0,23,Media,2,6.5,24,71851
1,23,Other,4,6.5,24,89352
1,23,Other,4,6.5,24,72529
0,24,Other,4,7.0,24,67875
1,23,Other,4,6.5,24,87010
0,24,Tech,7,7.0,24,74502
0,23,Tech,7,6.5,24,84087
0,24,Media,2,7.0,24,80883
0,23,Tech,7,6.5,24,77502
0,24,Media,2,7.0,24,67608
0,24,Tech,7,7.0,24,84662
0,23,Tech,7,6.5,24,100843
0,24,Media,2,7.0,24,102652
0,24,Tech,7,7.0,24,76752
0,23,Other,4,6.5,24,74127
0,25,Media,2,7.5,24,59872
1,24,Tech,7,7.0,24,70236
0,32,Tech,7,11.0,15,172676
0,25,Other,4,7.5,11,93990
1,23,Other,4,6.5,12,99528
1,24,Other,4,7.0,22,102213
1,25,Other,4,7.5,23,107528
1,24,Tech,7,7.0,22,50355
1,28,Tech,7,9.0,22,50355
1,25,Other,4,7.5,9,101585
0,24,Other,4,7.0,10,88267
1,23,Other,4,6.5,11,54100
0,30,Tech,7,10.0,10,163222
0,26,Operations,3,8.0,9,106855
1,23,Other,4,6.5,11,46150
0,26,Other,4,8.0,11,96185
0,36,Other,4,13.0,18,262432
1,37,Other,4,13.5,18,329901
0,22,Tech,7,6.0,10,62087
0,30,Engineering,0,10.0,13,192114
0,22,Operations,3,6.0,10,103039
0,22,Engineering,0,6.0,12,73813
1,22,Engineering,0,6.0,12,65087
1,24,Media,2,7.0,12,65087
1,23,Other,4,6.5,12,73469
0,23,Tech,7,6.5,12,73813
0,23,Tech,7,6.5,12,73813
0,24,Media,2,7.0,12,73813
0,22,Media,2,6.0,12,62087
0,22,Product,5,6.0,12,84300
0,23,Media,2,6.5,12,75668
0,23,Tech,7,6.5,12,70813
0,23,Tech,7,6.5,12,73813
0,23,Tech,7,6.5,12,100468
0,23,Media,2,6.5,12,73447
0,23,Tech,7,6.5,12,73813
1,23,Tech,7,6.5,12,62087
0,24,Engineering,0,7.0,12,62087
0,23,Tech,7,6.5,12,65087
0,22,Media,2,6.0,12,65087
0,22,Other,4,6.0,12,73622
1,22,Engineering,0,6.0,12,73813
0,22,Other,4,6.0,12,73813
0,27,Operations,3,8.5,12,97067
1,23,Other,4,6.5,12,68317
0,22,Media,2,6.0,12,70813
0,21,Tech,7,5.5,12,73813
1,23,Tech,7,6.5,12,58517
1,23,Media,2,6.5,12,70813
0,28,Other,4,9.0,12,71542
0,22,Other,4,6.0,12,73813
1,22,Tech,7,6.0,12,73813
0,22,Tech,7,6.0,12,73813
0,22,Tech,7,6.0,12,73813
1,22,Media,2,6.0,12,65087
1,24,Engineering,0,7.0,12,70813
0,21,Other,4,5.5,12,70813
0,23,Other,4,6.5,12,73813
0,23,Tech,7,6.5,12,73813
0,22,Other,4,6.0,12,56628
1,23,Other,4,6.5,12,83615
0,22,Tech,7,6.0,12,70813
1,36,Tech,7,13.0,12,401881
0,22,Tech,7,6.0,12,73813
0,26,Finance,1,8.0,11,66312
0,25,Finance,1,7.5,11,66912
0,25,Tech,7,7.5,10,138867
1,30,Other,4,10.0,10,63902
1,22,Tech,7,6.0,10,62087
0,34,Other,4,12.0,9,133725
0,22,Operations,3,6.0,9,77332
1,22,Other,4,6.0,9,88686
1,39,Tech,7,14.5,25,272
0,33,Tech,7,11.5,37,2511
0,29,Tech,7,9.5,40,736
1,27,Other,4,8.5,10,148312
0,36,Other,4,13.0,55,26796
0,34,Engineering,0,12.0,40,267263
0,27,Tech,7,8.5,36,80111
0,36,Tech,7,13.0,86,895496
0,31,Tech,7,10.5,87,40890
0,26,Operations,3,8.0,56,110088
0,33,Finance,1,11.5,30,52045
0,29,Other,4,9.5,34,88934
0,27,Engineering,0,8.5,33,133224
0,29,Operations,3,9.5,15,72547
0,47,Other,4,18.5,30,227176
0,27,Finance,1,8.5,29,114641
